,Unnamed: 0,DaysFromFirstDate,State,district,Gender_F,Gender_M,Gender_Non-Binary,Positive,Married_couples_None_Households,NumDistrictHospitals_HMIS,Main_source_of_drinking_water_Un_covered_well_Households,Negative,LPG_or_PNG_Households,Household_size_3_to_5_persons_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Power_Parity_Rs_330000_545000,Illiterate_Education,Cultivator_Workers,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Married_couples_3_or_more_Households,Female_ST,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Gender_Ratio,Households_with_Radio_Transistor,Marginal_Workers,Location_of_drinking_water_source_Away_Households,Married_couples_4_Households,Households_with_Telephone_Mobile_Phone_Both,Household_size_3_persons_Households,Power_Parity_Rs_425000_545000,Buddhists,Total_Power_Parity,Literate,Other_Workers,Having_bathing_facility_Total_Households,Households_with_Scooter_Motorcycle_Moped,type_Collection Site,Literate_Education,Ownership_Rented_Households,Main_source_of_drinking_water_River_Canal_Households,Household_size_6_8_persons_Households,deceased,Higher_Education,Married_couples_2_Households,Household_size_9_persons_and_above_Households,Area,Type_of_latrine_facility_Other_latrine_Households,Power_Parity_Rs_150000_240000,Female_Literate,Households,Main_source_of_drinking_water_Other_sources_Households,Housholds_with_Electric_Lighting,Married_couples_1_Households,DaysFromFirstDate_y,Main_source_of_drinking_water_Tapwater_Households,Power_Parity_Rs_45000_150000,Power_Parity_Rs_90000_150000,Urban_Households,Households_with_Telephone_Mobile_Phone_Mobile_only,Male_SC,NumSubDistrictHospitals_HMIS,recovered,Rural_population,Christians,confirmed,Urban_population,Main_source_of_drinking_water_Tubewell_Borehole_Households,Ownership_Owned_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Religion_Not_Stated,Below_Primary_Education,NumRuralHospitals_NHP18,Location_of_drinking_water_source_Near_the_premises_Households,Power_Parity_Rs_240000_330000,Primary_Education,Households_with_Telephone_Mobile_Phone_Landline_only,Other_Education,Not_having_bathing_facility_within_the_premises_Total_Households,active,Households_with_Bicycle,Others_Religions,Household_size_1_to_2_persons,Household_size_5_persons_Households,Female,Total_Education,Secondary_Education,NumUrbanBeds_NHP18,Male_Literate,Population,ST,DaysFromFirstDate_x,Hindus,Female_SC,Households_with_Internet,Type_of_latrine_facility_Pit_latrine_Households,Main_source_of_drinking_water_Spring_Households,Male,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Graduate_Education,Condition_of_occupied_census_houses_Dilapidated_Households,Age_not_stated,Power_Parity_Rs_45000_90000,Male_Workers,Female_Workers,Population.1,Power_Parity_Rs_330000_425000,Age_Group_50,Muslims,Non_Workers,TotalPublicHealthFacilities_HMIS,Married_couples_5__Households,Having_latrine_facility_within_the_premises_Total_Households,Workers,Age_Group_30_49,NumUrbanHospitals_NHP18,NumPrimaryHealthCenters_HMIS,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Married_couples_3_Households,Location_of_drinking_water_source_Within_the_premises_Households,type_Private Laboratory,Households_with_Telephone_Mobile_Phone,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Main_Workers,Agricultural_Workers,type_Government Laboratory,Male_ST,Middle_Education,Household_size_2_persons_Households,Rural_Households,Density,TotalSamples,Sikhs,Households_with_separate_kitchen_Cooking_inside_house,Households_with_Television,Households_with_Computer,NumCommunityHealthCenters_HMIS,Power_Parity_Above_Rs_545000,zone,Households_with_Car_Jeep_Van,Household_Workers,Age_Group_0_29,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Power_Parity_Less_than_Rs_45000,Jains,Household_size_4_persons_Households,Household_size_1_person_Households,Power_Parity_Rs_150000_330000,NumPublicBeds_HMIS,NumRuralBeds_NHP18,SC,District_code,state_active,state_recovered,state_deceased
0,0,0,Bihar,Buxar,3,1,0,115.0,20387,43.0,4471,2299.0,27362,88936,589,92957,31,457814,132472,301,37653,12722,3597,918,78643,209775,19459,9136,4408,18203,19,5090,1556,989807,127938,130771,26325,0,1344677,4718,212,96849,0,89306,59439,56545,"94,163",1201,135,396263,334657,3395,46760,144919,96,10728,966,313,35405,162604,131821,33.0,0,92341436,2125,8,11758016,3437,254972,2628,1858,331675,930.0,54463,8,420187,7107,5224,131627,8,137996,57,20068,40198,818375,1802491,178044,5936.0,593544,104099452,26824,96,1591454,119916,1784,3645,94,887977,240965,64117,27055,2228,653,402180,136142,1706352,12,253998,105423,1168030,2146.0,5116,64826,538322,375372,103.0,2007,2034,23401,188476,0,174119,4002,328547,251790,6,14102,256124,15443,299252,"1,102",11999.0,248,244087,48405,19324,63.0,25,3.0,5341,26122,1074754,194429,392,97,30535,4625,143,17796.0,6083.0,251737,232,44,0,0
1,1,0,Bihar,Munger,4,3,0,115.0,21424,43.0,48900,2299.0,49141,130791,1030,59858,75,498676,45953,419,9066,10409,13116,918,56958,193256,43505,1638,4853,30778,46,95,1424,801817,167566,109560,24259,0,849734,11182,862,85773,0,101907,33704,18796,"94,163",2634,137,328076,308063,4871,90461,199555,96,20237,861,307,85782,138260,97195,33.0,0,92341436,1815,27,11758016,7168,248457,1855,2576,226699,930.0,93833,20,158699,6558,4394,154189,27,112707,61,28389,52077,638724,1348410,147152,5936.0,473741,104099452,21404,96,1252319,86651,2653,12592,118,729041,184033,64469,20065,2586,554,327453,99205,1367765,29,188319,110416,941107,2146.0,463,102385,426658,316713,103.0,2007,2838,6965,126411,0,149671,6270,233402,196449,6,10995,146414,23445,222281,"1,102",11999.0,338,236192,69973,17946,63.0,42,3.0,3755,16690,860147,158542,287,145,47936,4944,157,17796.0,6083.0,183846,226,44,0,0
2,2,0,Bihar,Patna,0,1,0,115.0,77267,43.0,32808,2299.0,321307,411646,4474,223867,473,2590473,271216,1105,86592,4352,24702,918,227469,510619,97253,18736,33562,83095,293,1062,7065,3459679,867118,562795,176114,0,4920726,104162,885,328240,0,463361,183921,139437,"94,163",7981,692,1431632,1210094,14948,546859,609661,96,231255,4202,1877,552103,590486,482088,33.0,0,92341436,12551,8,11758016,90643,829728,11250,21668,1244842,930.0,252246,129,1095655,38617,46126,394646,8,430595,203,78118,175456,2759953,7511199,698351,5936.0,2028047,104099452,9069,96,5356075,438830,40692,33740,463,3078512,666585,452340,71080,13609,2325,1436411,445475,5838465,180,815638,439952,3956579,2146.0,7766,507581,1881886,1382654,103.0,2007,61156,60090,607942,0,662665,17401,1371267,658203,6,4717,920051,60489,657991,"1,102",11999.0,4803,899309,453344,132582,63.0,476,3.0,49821,85349,3626564,433555,1091,2151,153095,17629,821,17796.0,6083.0,920918,230,44,0,0
3,3,0,Bihar,Rohtas,1,0,0,115.0,33837,43.0,8126,2299.0,41659,166203,1544,163333,73,876443,218087,471,58724,15251,6234,918,123491,382440,26201,13663,8169,32977,45,1584,1555,1799832,252736,248462,49892,0,2188753,15995,556,166881,0,194928,103275,87548,"94,163",2969,167,738049,608061,5613,114893,260042,96,25242,951,363,95678,291988,286596,33.0,0,92341436,2889,1,11758016,5158,433720,5119,6185,535187,930.0,73129,20,548971,12400,16006,207416,1,224824,537,35246,75928,1416372,3065196,333053,5936.0,1061783,104099452,31650,96,2645415,262950,4594,5419,121,1543546,412516,161555,28748,3809,588,707939,216940,2959918,28,407193,300487,2035039,2146.0,7318,128652,924879,673742,103.0,2007,4727,37743,356548,0,312557,6761,542439,405544,6,16399,399053,27143,512383,"1,102",11999.0,2569,432151,106218,36279,63.0,46,3.0,10819,48512,1875174,322377,299,252,57298,8103,187,17796.0,6083.0,549546,234,44,0,0
4,4,0,Gujarat,Bharuch,0,1,0,2178.0,46331,37.0,8934,34651.0,121542,190910,1024,69311,473,273829,78120,112,11477,237796,4199,919,50018,100583,34474,1310,26021,45366,293,442,3242,1118276,286525,261660,104126,0,1056350,44555,2217,76472,0,83895,51877,17153,"196,024",1295,282,495229,481996,7512,309091,225413,96,253257,1704,922,181319,176875,31979,44.0,0,34694609,9494,24,25745083,24691,279792,322,2480,161675,364.0,95961,236,367060,12246,16036,73438,24,96508,342,50563,66919,745312,1330179,188539,20565.0,623047,60439692,488194,96,1188204,30256,10257,17549,246,805707,58860,74380,4023,9470,782,468919,158205,1551019,180,254728,343511,923895,2236.0,279,204943,627124,442523,122.0,1770,20255,9888,204663,4,215142,10087,526541,253577,10,250398,164765,34619,300677,308,36829.0,1733,308906,178535,29531,385.0,336,2.0,21579,8902,844298,125360,213,4813,78625,15944,518,41129.0,11715.0,62235,488,618,0,0
5,5,0,Gujarat,Kheda,0,1,0,2178.0,52607,37.0,18115,34651.0,99982,244695,646,58036,636,482078,239241,100,28407,19279,4545,919,61231,211849,70641,2852,23201,52793,394,300,4252,1660243,322445,220959,84414,0,1749234,22358,1194,127957,0,148530,98196,27666,"196,024",875,320,717763,622026,3096,372226,282924,96,302055,2315,1169,160547,181434,59734,44.0,0,34694609,26629,3,25745083,68378,429236,307,2626,295057,364.0,157901,293,641541,14099,19498,241175,3,146364,82,61816,91976,1114158,2231312,310341,20565.0,942480,60439692,40336,96,2000884,55897,5710,18331,55,1185727,124935,84223,10647,22358,1146,674586,259397,2299885,242,388646,264482,1365902,2236.0,527,172599,933983,628221,122.0,1770,12080,25028,233592,4,218734,4445,722134,359842,10,21057,250044,42567,461479,308,36829.0,1403,349334,171342,24502,385.0,370,2.0,12788,12455,1260660,283602,320,3479,99926,19249,613,41129.0,11715.0,115631,483,618,0,0
6,6,0,Gujarat,Navsari,0,1,0,2178.0,40551,37.0,20273,34651.0,114620,177608,431,46171,411,261956,112809,36,10519,319919,2478,919,57934,81830,36228,1213,25731,41648,252,601,3256,1001909,265244,201380,115177,0,967020,25882,385,61357,0,112460,49856,11846,"196,024",993,384,462438,409156,2393,267679,193250,96,148017,1631,1019,141417,155168,17959,44.0,0,34694609,5733,1,25745083,50626,262571,201,914,145678,364.0,100295,225,266733,10792,26012,92796,1,136665,2823,43365,57528,651507,1228976,190861,20565.0,539471,60439692,639659,96,1225087,17505,6726,8673,421,678165,115032,85041,3581,7352,612,407881,183953,1329672,159,258957,78669,737838,2236.0,187,168150,591834,390349,122.0,1770,16602,9119,157653,4,191691,3235,510004,206608,10,319740,140235,29950,267739,308,36829.0,2459,281244,153431,24397,385.0,442,2.0,18669,7173,673014,117567,164,13386,78432,13415,609,41129.0,11715.0,35464,490,618,0,0
7,7,0,Gujarat,Rajkot,2,0,0,2178.0,73551,37.0,12904,34651.0,362140,446694,4125,33164,1518,738660,349357,2117,35598,11513,8555,919,211531,154267,62687,4248,62685,100983,942,1170,8498,2725056,891628,593448,428744,0,2740751,111779,1540,199955,0,204306,143427,41410,"196,024",4758,734,1210981,1181006,25539,747352,530055,96,651594,4031,2322,721532,558748,149782,44.0,0,34694609,5478,40,25745083,41220,644828,635,3338,383780,364.0,114748,866,913928,30503,29924,189183,40,355586,269,94572,156491,1830113,3479411,540278,20565.0,1514075,60439692,24017,96,3397406,140387,21785,42820,238,1974445,79342,266295,9724,11543,1709,1159480,319570,3804558,576,659576,361388,2325508,2236.0,776,543342,1479050,1052871,122.0,1770,52563,30574,605196,4,651936,29434,1324783,214285,10,12504,402240,70528,459474,308,36829.0,1918,689314,571843,67370,385.0,894,2.0,55289,23780,2080568,217110,455,33591,189220,24044,1600,41129.0,11715.0,290169,476,618,0,0
8,8,0,Gujarat,Surat,27,51,0,2178.0,216710,37.0,12286,34651.0,815423,788695,4989,157733,3094,942150,109549,84,49399,424863,5294,919,395329,148254,62145,6081,100342,193437,1924,12902,16368,4571410,2076214,1150519,530528,0,4495898,478407,402,276610,0,433651,178819,59925,"196,024",5698,1780,1883942,1899838,20722,1252452,854742,96,1047402,7398,4428,1529998,855336,82202,44.0,0,34694609,21052,347,25745083,117310,788508,1308,3945,566242,364.0,228438,1700,1332690,39959,79862,149151,347,397563,3920,174440,254274,2679098,5438048,896927,20565.0,2687468,60439692,856952,96,5260193,75913,55694,23291,167,3402224,207420,379505,8298,53718,2970,2142819,410723,6081322,1170,723415,660772,3527780,2236.0,1103,1103767,2553542,1740746,122.0,1770,112976,42215,1009087,4,995637,21375,2405288,325739,10,432089,807021,126211,369840,308,36829.0,5703,1275151,788447,149331,385.0,1684,3.0,106983,42040,3563443,149810,712,112835,340984,48229,3480,41129.0,11715.0,158115,492,618,0,0
9,9,0,Gujarat,Tapi,1,0,0,2178.0,17682,37.0,12617,34651.0,27759,99536,231,66942,482,292102,105726,17,4905,343362,2011,919,26848,113323,33468,425,4426,21094,293,1476,2945,490036,80711,105297,41058,0,510815,6958,413,43995,0,49482,37259,5612,"196,024",330,162,221029,218489,365,142370,115871,96,45663,1695,794,26217,67669,4139,44.0,0,34694609,52930,1,25745083,14494,166845,18,1942,84559,364.0,92473,194,174139,3581,8767,70420,1,56290,408,26574,34494,404834,802917,86580,20565.0,269007,60439692,679320,96,725890,4029,1601,6650,161,402188,111985,31743,1755,5381,901,251049,199853,807022,189,144575,22309,356120,2236.0,75,49441,450902,235019,122.0,1770,3704,4405,49776,4,75676,956,337579,254786,10,335958,75545,20345,192272,308,36829.0,239,171225,52359,7567,385.0,133,2.0,5534,9679,422047,123894,279,1828,43948,6229,356,41129.0,11715.0,8168,493,618,0,0
10,10,0,Gujarat,Vadodara,6,5,0,2178.0,98592,37.0,16732,34651.0,411734,502358,908,108542,1489,910219,312126,560,42196,563236,7288,919,264896,332813,94469,4634,83851,124359,905,2069,9753,2893080,793306,632580,351423,0,2868332,88479,5373,206020,0,268451,172826,49094,"196,024",1375,889,1278993,1240425,7232,798277,566507,96,639002,4617,2837,692971,462473,114602,44.0,0,34694609,23813,199,25745083,39945,771779,276,3110,396624,364.0,218599,924,865726,37602,60177,247541,199,399901,1124,122649,165191,2011890,3778551,504732,20565.0,1614087,60439692,1149901,96,3713941,107027,53606,28086,1387,2153736,198108,314960,11888,28401,1780,1233312,460161,4165626,584,733710,384579,2472153,2236.0,824,543474,1693473,1190041,122.0,1770,95845,36738,567053,4,583926,14552,1360660,570361,10,586665,457662,87480,547454,308,36829.0,9340,820324,497049,117818,385.0,1360,3.0,72630,17680,2213474,323337,473,27650,212808,35169,1813,41129.0,11715.0,221629,486,618,0,0
11,11,0,Gujarat,Valsad,0,3,0,2178.0,48960,37.0,29603,34651.0,137209,208732,1165,62631,514,405928,147569,513,13020,451818,3258,919,52199,165918,69975,1482,22085,51136,318,913,3316,1170657,400818,232568,128491,0,1093866,58586,2848,84074,0,123281,59697,18166,"196,024",1475,269,515129,498391,2128,329218,240251,96,119981,1728,911,235981,209929,19557,44.0,0,34694609,19661,3,25745083,66781,297911,153,3108,165459,364.0,128462,260,303197,10408,26987,129360,3,119338,1417,50956,68650,818456,1499794,212318,20565.0,655528,60439692,902794,96,1571147,18680,11020,8753,2348,887222,189033,90912,4137,15366,817,516188,227057,1705678,196,259906,94034,962433,2236.0,256,170861,743245,485874,122.0,1770,21685,11282,163491,4,242422,7837,577327,183025,10,450976,171712,35681,262410,308,36829.0,1589,346809,188248,31285,385.0,325,2.0,23938,11833,944532,176942,223,13809,88946,15275,529,41129.0,11715.0,38237,491,618,0,0
12,12,0,Karnataka,Dakshina Kannada,1,0,0,418.0,69632,42.0,172955,22222.0,175270,255603,87,11274,582,298846,33810,8529,16035,41307,2859,973,147263,83245,30556,2820,102433,65931,360,445,3959,1666323,746430,404062,97610,0,1718483,55501,1988,87861,0,178989,49688,30620,"191,791",368,483,802304,650292,5299,386300,289936,96,185763,1935,1051,317373,231383,73324,147.0,0,37469335,171398,16,23625962,34891,359286,289,996,191317,2471.0,57564,159,520715,42129,36295,21229,16,69944,138,51207,79757,1054935,2017329,309141,49093.0,864019,61095297,82268,96,1403854,74854,23305,89910,2291,1034714,37994,185916,11507,880,884,620903,376818,2089649,222,407902,501896,1091928,2943.0,662,394069,997721,608450,374.0,2547,31907,12553,337171,5,375945,18107,914476,29274,12,40961,296110,36967,332919,319,26233.0,525,416185,285365,55233,207.0,461,2.0,47655,188207,1072417,29334,340,10397,109915,14240,642,56333.0,21072.0,148178,575,16,0,0
13,13,0,Kerala,Kannur,1,9,0,426.0,100283,53.0,397151,19442.0,115356,330674,206,9532,651,279352,36549,3593,20104,21230,33042,1084,239332,129907,39088,3317,193231,87111,370,1118,4432,2138434,691704,497016,76530,0,2290106,28563,181,101710,0,308670,72201,36672,"38,863",247,259,1125478,872479,9712,511167,350621,96,63652,2564,1292,566191,247886,40260,82.0,48,17471135,262526,102,15934926,12764,507341,143,5945,204713,981.0,63511,373,487016,62097,40277,46193,54,66300,722,74153,93855,1341557,2569458,540383,21139.0,1012956,33406061,41371,96,1509592,43090,32653,117871,10820,1181446,13746,217203,19594,5761,1272,609377,214739,2523003,281,588081,742483,1698887,1297.0,809,530436,824116,741984,299.0,933,34105,15978,440610,2,503214,24306,694209,82988,10,20141,491844,54436,306288,859,20252.0,424,533052,423337,83940,229.0,49,3.0,44108,12875,1187177,9535,536,193,149708,19717,632,39511.0,16865.0,83350,589,99,218,0
14,14,0,Kerala,Kasaragod,0,3,0,426.0,44156,53.0,157785,19442.0,74092,157758,189,6820,158,212905,23732,6792,10603,24907,17019,1084,75335,90298,31854,1776,95824,39574,80,362,1988,1037492,375996,236961,34267,0,1068310,22502,505,58340,0,122657,33751,20652,"38,863",380,126,521016,417805,8940,237670,179252,96,36736,1188,581,166164,110808,26385,82.0,146,17471135,87454,172,15934926,35578,240351,89,2226,115476,981.0,40315,183,268084,32813,16585,30801,26,27736,152,31012,49989,678762,1281215,238900,21139.0,516476,33406061,48857,96,729987,26898,10378,57109,6714,628613,40573,76192,15463,1754,607,325095,137903,1307375,78,246975,486913,844377,1297.0,385,245747,462998,369883,299.0,933,12210,8442,195593,2,239445,22951,372700,38774,10,23950,230416,22720,251641,859,20252.0,151,261196,179664,32484,229.0,28,2.0,19438,24496,688763,18973,305,130,68195,8292,309,39511.0,16865.0,53283,588,99,218,0
15,15,0,Kerala,Kollam,0,1,0,426.0,114087,53.0,331377,19442.0,263148,466519,1558,51525,210,231286,56693,3167,9925,5566,27096,1084,124857,216726,30236,765,192362,132475,126,272,3910,2240273,741628,532705,144080,0,2341963,51410,249,83769,0,307950,83293,9485,"38,863",2108,295,1165928,925130,16037,630767,455971,96,179861,2284,1056,401415,278359,157801,82.0,4,17471135,421598,10,15934926,4608,597009,218,6480,172247,981.0,64485,351,406592,98910,64052,130571,6,157906,619,103503,112992,1388407,2573249,595191,21139.0,1074345,33406061,10761,96,1697635,170462,31542,247868,1564,1246968,5294,233402,43764,1806,1228,644362,267663,2635375,84,660965,508500,1723350,1297.0,59,626758,912025,795245,299.0,933,42989,9101,568555,2,569631,21017,695299,92193,10,5195,562529,76792,523715,859,20252.0,208,640554,525754,83133,229.0,103,2.0,58867,21511,1177359,26860,667,63,221052,26711,646,39511.0,16865.0,328263,600,99,218,0
16,16,0,Kerala,Malappuram,0,1,0,426.0,115399,53.0,508118,19442.0,139994,425449,215,23144,184,622345,57567,1552,51784,11718,23025,1084,207137,210377,50719,9238,218598,92845,111,179,4838,3311315,869029,692169,138096,0,3572086,47021,509,200802,0,392867,124797,79209,"38,863",269,480,1713911,1157129,19300,730119,482615,96,115058,2668,892,522586,424435,151557,82.0,14,17471135,81556,21,15934926,22831,719609,297,6225,415601,981.0,95071,265,770417,77464,41344,82426,7,96908,579,69135,163389,2152592,4194431,933793,21139.0,1597404,33406061,22990,96,1135259,156709,27909,212489,4784,1960328,25795,203779,26689,3243,1776,898157,164267,4112920,73,662311,2888849,3050496,1297.0,1724,754074,1062424,1041361,299.0,933,43503,40822,628805,2,720497,26145,852047,117405,10,11272,814285,49957,634543,859,20252.0,205,739014,485406,119918,229.0,83,2.0,59145,18423,2406005,14558,1156,68,169215,19178,745,39511.0,16865.0,308266,592,99,218,0
17,17,0,Kerala,Palakkad,0,4,0,426.0,98607,53.0,257588,19442.0,178386,394623,455,26211,150,439934,67805,1540,24296,24658,16725,1084,165350,166800,53441,3683,136371,98388,90,238,3929,2239492,699551,511877,145549,0,2371669,39417,2587,112468,0,232109,85777,31984,"38,863",718,294,1116892,894341,9094,587583,419607,96,269352,2331,1078,228442,352106,197451,82.0,6,17471135,114397,12,15934926,33936,575878,154,5685,249198,981.0,124408,384,492864,44746,36370,116410,6,101999,400,89212,121324,1450456,2811603,572412,21139.0,1122600,33406061,48972,96,1875980,206382,27162,228307,6019,1359478,35861,180540,30589,3135,1253,746121,296219,2809934,60,608966,812936,1767594,1297.0,688,564142,1042340,802611,299.0,933,36289,19925,450438,2,533223,19240,875540,249949,10,24314,608176,62135,665899,859,20252.0,220,592131,447169,69440,229.0,78,2.0,43458,25035,1395222,59099,692,78,174911,27077,678,39511.0,16865.0,403833,593,99,218,0
18,18,1,Bihar,Banka,0,1,0,136.0,25148,43.0,94533,2299.0,15459,181580,475,65488,13,879831,172440,466,18917,44531,5766,918,78757,396983,109898,3613,3983,41314,8,113,1738,965321,109346,88429,24398,0,1214645,3728,5796,128170,0,63103,63056,31266,"94,163",908,112,374360,444096,5121,62359,272892,97,15071,1089,325,18492,170898,129663,33.0,0,92341436,6138,1,11758016,2243,372571,9460,3664,408188,930.0,161124,4,386707,6235,3922,291584,1,159201,1035,38997,74513,967623,2094476,120653,5936.0,590961,104099452,90432,97,1772655,118195,1704,3944,329,1067140,253728,35767,25641,2585,764,517817,253263,2034763,5,278863,250925,1263683,2146.0,1109,46555,771080,462080,103.0,2007,1339,14195,108991,0,181116,11712,374097,462614,6,45901,196305,32221,425604,"1,102",12978.0,139,341709,32859,22300,63.0,10,2.0,3258,26680,1291235,330510,510,94,65753,6776,116,17796.0,6083.0,247858,225,43,8,0
19,19,1,Bihar,Bhagalpur,1,3,0,136.0,41388,43.0,58207,2299.0,63241,264904,1904,119362,111,1139715,135161,883,19816,31635,28147,918,131976,449399,104069,3692,10349,63325,69,180,2814,1573066,312678,208730,47618,0,1976417,13460,1431,191216,0,154643,71666,48168,"94,163",4187,215,635397,653161,14245,174534,430436,97,45919,1720,593,130634,284153,169667,33.0,1,92341436,3556,5,11758016,30554,540365,8046,7569,614644,930.0,209060,30,524322,13542,16119,354576,4,220531,32,59018,105148,1422103,3116132,247079,5936.0,937669,104099452,67180,97,2487866,148902,6764,33566,208,1615663,437176,118843,48643,12573,1127,740056,243472,3037766,42,397654,537098,2054238,2146.0,1160,189954,983528,674660,103.0,2007,8210,14964,250177,0,308044,16767,534129,475228,6,35545,300767,49203,522527,"1,102",12978.0,415,447618,117040,46929,63.0,70,2.0,8644,60461,1952879,362961,667,1050,96431,9815,245,17796.0,6083.0,318569,224,43,8,0
20,20,1,Bihar,Nalanda,1,1,0,136.0,43233,43.0,38426,2299.0,43761,191481,1462,122948,82,1324385,221240,892,46830,714,12505,918,81505,304471,99223,10089,9650,39387,51,414,2578,1519933,237574,180298,29239,0,1985188,17540,303,175870,0,177358,99650,76349,"94,163",3402,216,600375,616663,10732,101378,297609,97,38617,1587,523,102522,250849,315240,33.0,2,92341436,1978,29,11758016,6072,464186,7136,6435,581978,930.0,164405,22,486266,12973,11159,307024,27,121583,64,43622,83371,1380593,3309573,274556,5936.0,919558,104099452,1442,97,2669775,292432,4156,18056,325,1497060,390009,133032,44622,3199,1064,703405,342015,2877653,31,403129,198033,1832233,2146.0,4144,149675,1045420,642197,103.0,2007,3720,32597,223694,0,273472,12252,740949,534021,6,728,320839,33798,514141,"1,102",12978.0,393,444936,87070,43848,63.0,48,2.0,7955,52585,1829128,330701,624,561,68723,9824,238,17796.0,6083.0,607672,229,43,8,0
21,21,1,Bihar,Patna,0,5,0,136.0,77267,43.0,32808,2299.0,321307,411646,4474,223867,473,2590473,271216,1105,86592,4352,24702,918,227469,510619,97253,18736,33562,83095,293,1062,7065,3459679,867118,562795,176114,0,4920726,104162,885,328240,0,463361,183921,139437,"94,163",7981,692,1431632,1210094,14948,546859,609661,97,231255,4202,1877,552103,590486,482088,33.0,5,92341436,12551,16,11758016,90643,829728,11250,21668,1244842,930.0,252246,129,1095655,38617,46126,394646,11,430595,203,78118,175456,2759953,7511199,698351,5936.0,2028047,104099452,9069,97,5356075,438830,40692,33740,463,3078512,666585,452340,71080,13609,2325,1436411,445475,5838465,180,815638,439952,3956579,2146.0,7766,507581,1881886,1382654,103.0,2007,61156,60090,607942,0,662665,17401,1371267,658203,6,4717,920051,60489,657991,"1,102",12978.0,4803,899309,453344,132582,63.0,476,3.0,49821,85349,3626564,433555,1091,2151,153095,17629,821,17796.0,6083.0,920918,230,43,8,0
22,22,1,Gujarat,Anand,0,2,0,2407.0,52524,37.0,9141,37014.0,147122,231623,443,42320,618,360506,152412,71,23887,12063,5017,919,64013,154763,44677,2684,34679,52344,368,267,4372,1551253,329593,254683,104613,0,1588947,31488,188,110412,2,127459,83841,27026,"196,024",707,393,676772,621987,3879,378310,266912,97,323542,2246,1293,208909,187528,54476,44.0,4,34694609,29789,30,25745083,51975,379759,183,2719,257524,364.0,98762,314,560542,21978,20487,172481,24,172466,142,58103,84504,1005521,1949453,283571,20565.0,874481,60439692,24824,97,1798794,49989,9902,25352,55,1087224,78937,110351,7967,6271,953,627561,217233,2092745,250,366419,250919,1247951,2236.0,569,230571,844794,585093,122.0,1770,20391,20634,283725,4,244185,4193,690031,346329,10,12761,229013,39860,413078,308,39421.0,1524,344329,203467,32523,385.0,538,3.0,19352,16460,1134962,191147,261,8591,94775,18243,707,41129.0,11715.0,104465,482,633,37,24
23,23,1,Gujarat,Rajkot,0,1,0,2407.0,73551,37.0,12904,37014.0,362140,446694,4125,33164,1518,738660,349357,2117,35598,11513,8555,919,211531,154267,62687,4248,62685,100983,942,1170,8498,2725056,891628,593448,428744,0,2740751,111779,1540,199955,0,204306,143427,41410,"196,024",4758,734,1210981,1181006,25539,747352,530055,97,651594,4031,2322,721532,558748,149782,44.0,12,34694609,5478,41,25745083,41220,644828,635,3338,383780,364.0,114748,866,913928,30503,29924,189183,29,355586,269,94572,156491,1830113,3479411,540278,20565.0,1514075,60439692,24017,97,3397406,140387,21785,42820,238,1974445,79342,266295,9724,11543,1709,1159480,319570,3804558,576,659576,361388,2325508,2236.0,776,543342,1479050,1052871,122.0,1770,52563,30574,605196,4,651936,29434,1324783,214285,10,12504,402240,70528,459474,308,39421.0,1918,689314,571843,67370,385.0,894,2.0,55289,23780,2080568,217110,455,33591,189220,24044,1600,41129.0,11715.0,290169,476,633,37,24
24,24,1,Gujarat,Surat,22,46,0,2407.0,216710,37.0,12286,37014.0,815423,788695,4989,157733,3094,942150,109549,84,49399,424863,5294,919,395329,148254,62145,6081,100342,193437,1924,12902,16368,4571410,2076214,1150519,530528,0,4495898,478407,402,276610,12,433651,178819,59925,"196,024",5698,1780,1883942,1899838,20722,1252452,854742,97,1047402,7398,4428,1529998,855336,82202,44.0,13,34694609,21052,415,25745083,117310,788508,1308,3945,566242,364.0,228438,1700,1332690,39959,79862,149151,390,397563,3920,174440,254274,2679098,5438048,896927,20565.0,2687468,60439692,856952,97,5260193,75913,55694,23291,167,3402224,207420,379505,8298,53718,2970,2142819,410723,6081322,1170,723415,660772,3527780,2236.0,1103,1103767,2553542,1740746,122.0,1770,112976,42215,1009087,4,995637,21375,2405288,325739,10,432089,807021,126211,369840,308,39421.0,5703,1275151,788447,149331,385.0,1684,3.0,106983,42040,3563443,149810,712,112835,340984,48229,3480,41129.0,11715.0,158115,492,633,37,24
